Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Scap_DM21B06,Sepi_1A04_aa,Sepi_1C01_aa,Sepi_28C03_a,Sepi_28C09_a,Sepi_29G01_a,Sepi_2A01_aa,Sepi_2C10_ad,Sepi_2D07_ad,Sepi_2d12_aa,Sepi_2E07_ad,Sepi_2g06_aa,Sepi_30A07_a,Sepi_30B01_a,Sepi_3A01_ad,Sepi_3A05_ad,Sepi_3A07_ad,Sepi_3a11_aa,Sepi_3C06_ad,Sepi_3c09_aa,Sepi_3c10_aa,Sepi_3D11_aa,Sepi_58D03_C,Sepi_58D04_C,Sepi_58F01_C,Sepi_5A02_aa,Sepi_5B11_aa,Sepi_5c01_aa,Sepi_5C04_ad,Sepi_61B02_C,Sepi_63G02_C,Sepi_6A01_aa,Sepi_6b04_aa,Sepi_6B08_ad,Sepi_6C06_aa,Sepi_6C08_ad,Sepi_6d05_aa,Sepi_6E08_ad,Sepi_7a07_aa,Sepi_7B05_aa,Sepi_8C10_ad,Sepi_9B05_ad,Sepi_9D01_ad,Sepi_9d05_aa,Sepi_9d06_aa,Sepi_9E06_aa,Sepi_DM12F07,Sepi_DM12G05,Sepi_DM12H06,Sepi_DM1B01_,Sepi_DM21A02,Sepi_DM21B07,Sepi_DM21C07,Sepi_DM21F02,Sepi_DM23A01,Sepi_DM23A02,Sepi_DM23A03,Sepi_DM23C12,Sepi_DM23E02,Sepi_DM23E06,Sepi_DM24B02,Sepi_DM24B03,Sepi_DM24B04,Sepi_DM24G04,Sepi_DM24G05,Sepi_DM2D11_,Sepi_DM2G10_,Sepi_DM2H03_,Sepi_DM39F06,Sepi_DM3A08_,Shom_28C10_a,Shom_6C072_a,Shom_DM12H05
menE_2~~~menE_3~~~yhfT~~~menE_1,menE_2;menE_3;yhfT;menE_1,2-succinylbenzoate--CoA ligase;putative acyl--CoA ligase YhfT,73,75,1.0273972602739727,1,1187,,,,252,1374,1335.64,Scap_DM21B06_00429,Sepi_1A04_aa_02152;Sepi_1A04_aa_02151,Sepi_1C01_aa_01387,Sepi_28C03_a_00883,Sepi_28C09_a_00668,Sepi_29G01_a_01333,Sepi_2A01_aa_01225,Sepi_2C10_ad_00440,Sepi_2D07_ad_01053,Sepi_2d12_aa_00063,Sepi_2E07_ad_01270,Sepi_2g06_aa_01843,Sepi_30A07_a_00451,Sepi_30B01_a_01595,Sepi_3A01_ad_01265,Sepi_3A05_ad_00818,Sepi_3A07_ad_00562,Sepi_3a11_aa_01923,Sepi_3C06_ad_00474,Sepi_3c09_aa_00311,Sepi_3c10_aa_00753,Sepi_3D11_aa_01998,Sepi_58D03_C_00777,Sepi_58D04_C_00058,Sepi_58F01_C_01268,Sepi_5A02_aa_00063,Sepi_5B11_aa_01248;Sepi_5B11_aa_01249,Sepi_5c01_aa_00273,Sepi_5C04_ad_00701,Sepi_61B02_C_02043,Sepi_63G02_C_00306,Sepi_6A01_aa_02178,Sepi_6b04_aa_00417,Sepi_6B08_ad_01449,Sepi_6C06_aa_01708,Sepi_6C08_ad_00475,Sepi_6d05_aa_01528,Sepi_6E08_ad_01417,Sepi_7a07_aa_00118,Sepi_7B05_aa_00947,Sepi_8C10_ad_00347,Sepi_9B05_ad_00539,Sepi_9D01_ad_00287,Sepi_9d05_aa_02159,Sepi_9d06_aa_00057,Sepi_9E06_aa_01869,Sepi_DM12F07_01721,Sepi_DM12G05_02179,Sepi_DM12H06_00656,Sepi_DM1B01__02072,Sepi_DM21A02_00437,Sepi_DM21B07_00630,Sepi_DM21C07_00453,Sepi_DM21F02_01415,Sepi_DM23A01_00934,Sepi_DM23A02_01723,Sepi_DM23A03_00303,Sepi_DM23C12_00303,Sepi_DM23E02_01234,Sepi_DM23E06_00401,Sepi_DM24B02_01474,Sepi_DM24B03_01303,Sepi_DM24B04_02210,Sepi_DM24G04_01617,Sepi_DM24G05_01061,Sepi_DM2D11__00295,Sepi_DM2G10__01092,Sepi_DM2H03__00959,Sepi_DM39F06_00295,Sepi_DM3A08__01024,Shom_28C10_a_00909,Shom_6C072_a_01088,Shom_DM12H05_01314
group_670,,hypothetical protein,73,73,1.0,1,1186,,,,849,867,853.4383561643835,Scap_DM21B06_02075,Sepi_1A04_aa_00294,Sepi_1C01_aa_01739,Sepi_28C03_a_02497,Sepi_28C09_a_01750,Sepi_29G01_a_02448,Sepi_2A01_aa_01896,Sepi_2C10_ad_00671,Sepi_2D07_ad_01804,Sepi_2d12_aa_00314,Sepi_2E07_ad_01364,Sepi_2g06_aa_02002,Sepi_30A07_a_01865,Sepi_30B01_a_02517,Sepi_3A01_ad_01074,Sepi_3A05_ad_01344,Sepi_3A07_ad_01804,Sepi_3a11_aa_01052,Sepi_3C06_ad_00991,Sepi_3c09_aa_01919,Sepi_3c10_aa_00488,Sepi_3D11_aa_01668,Sepi_58D03_C_00622,Sepi_58D04_C_00321,Sepi_58F01_C_00940,Sepi_5A02_aa_00314,Sepi_5B11_aa_01959,Sepi_5c01_aa_00599,Sepi_5C04_ad_02017,Sepi_61B02_C_00840,Sepi_63G02_C_00051,Sepi_6A01_aa_01309,Sepi_6b04_aa_02329,Sepi_6B08_ad_01011,Sepi_6C06_aa_02088,Sepi_6C08_ad_01380,Sepi_6d05_aa_01246,Sepi_6E08_ad_02508,Sepi_7a07_aa_00381,Sepi_7B05_aa_01896,Sepi_8C10_ad_01618,Sepi_9B05_ad_01860,Sepi_9D01_ad_01878,Sepi_9d05_aa_01904,Sepi_9d06_aa_02134,Sepi_9E06_aa_00050,Sepi_DM12F07_02125,Sepi_DM12G05_01813,Sepi_DM12H06_02254,Sepi_DM1B01__00611,Sepi_DM21A02_01964,Sepi_DM21B07_02177,Sepi_DM21C07_01454,Sepi_DM21F02_00779,Sepi_DM23A01_00610,Sepi_DM23A02_00573,Sepi_DM23A03_00050,Sepi_DM23C12_00050,Sepi_DM23E02_00588,Sepi_DM23E06_00077,Sepi_DM24B02_00183,Sepi_DM24B03_02473,Sepi_DM24B04_02446,Sepi_DM24G04_01248,Sepi_DM24G05_01863,Sepi_DM2D11__02049,Sepi_DM2G10__01521,Sepi_DM2H03__02115,Sepi_DM39F06_01266,Sepi_DM3A08__01671,Shom_28C10_a_01469,Shom_6C072_a_01586,Shom_DM12H05_02111
arcB_1~~~arcB_3~~~arcB_4~~~arcB_2,arcB_1;arcB_3;arcB_4;arcB_2,Ornithine carbamoyltransferase catabolic,73,76,1.0410958904109588,1,1185,,,,120,1008,961.2236842105264,Scap_DM21B06_02105;Scap_DM21B06_02104,Sepi_1A04_aa_02227,Sepi_1C01_aa_00620,Sepi_28C03_a_02044,Sepi_28C09_a_01114,Sepi_29G01_a_01553,Sepi_2A01_aa_01682,Sepi_2C10_ad_02051,Sepi_2D07_ad_00282,Sepi_2d12_aa_01939,Sepi_2E07_ad_00778,Sepi_2g06_aa_01081,Sepi_30A07_a_02227,Sepi_30B01_a_01226,Sepi_3A01_ad_01650,Sepi_3A05_ad_01664,Sepi_3A07_ad_01939,Sepi_3a11_aa_01724,Sepi_3C06_ad_01937,Sepi_3c09_aa_00591,Sepi_3c10_aa_01876,Sepi_3D11_aa_00528,Sepi_58D03_C_01802,Sepi_58D04_C_02053,Sepi_58F01_C_01734,Sepi_5A02_aa_01416,Sepi_5B11_aa_01883,Sepi_5c01_aa_02152,Sepi_5C04_ad_01116,Sepi_61B02_C_01879,Sepi_63G02_C_00969,Sepi_6A01_aa_01885,Sepi_6b04_aa_01502,Sepi_6B08_ad_02288,Sepi_6C06_aa_00422,Sepi_6C08_ad_01450,Sepi_6d05_aa_02127,Sepi_6E08_ad_01512,Sepi_7a07_aa_01641;Sepi_7a07_aa_01642,Sepi_7B05_aa_01953,Sepi_8C10_ad_01093,Sepi_9B05_ad_01792,Sepi_9D01_ad_01095,Sepi_9d05_aa_00246,Sepi_9d06_aa_01788,Sepi_9E06_aa_01421,Sepi_DM12F07_02195,Sepi_DM12G05_00655,Sepi_DM12H06_00448,Sepi_DM1B01__01008,Sepi_DM21A02_01949,Sepi_DM21B07_02204;Sepi_DM21B07_02205,Sepi_DM21C07_00183,Sepi_DM21F02_01126,Sepi_DM23A01_01082,Sepi_DM23A02_01278,Sepi_DM23A03_01997,Sepi_DM23C12_01969,Sepi_DM23E02_01546,Sepi_DM23E06_00817,Sepi_DM24B02_01644,Sepi_DM24B03_00406,Sepi_DM24B04_00113,Sepi_DM24G04_01343,Sepi_DM24G05_00713,Sepi_DM2D11__00877,Sepi_DM2G10__00836,Sepi_DM2H03__00615,Sepi_DM39F06_01526,Sepi_DM3A08__02016,Shom_28C10_a_01736,Shom_6C072_a_00596,Shom_DM12H05_00561
group_668,,PTS system EIIBC component,73,73,1.0,1,1183,,,,1425,1425,1425.0,Scap_DM21B06_02345,Sepi_1A04_aa_01879,Sepi_1C01_aa_02241,Sepi_28C03_a_00312,Sepi_28C09_a_02179,Sepi_29G01_a_00878,Sepi_2A01_aa_00656,Sepi_2C10_ad_02272,Sepi_2D07_ad_01542,Sepi_2d12_aa_01639,Sepi_2E07_ad_02263,Sepi_2g06_aa_00809,Sepi_30A07_a_02105,Sepi_30B01_a_00582,Sepi_3A01_ad_01800,Sepi_3A05_ad_01792,Sepi_3A07_ad_00488,Sepi_3a11_aa_01321,Sepi_3C06_ad_02132,Sepi_3c09_aa_00145,Sepi_3c10_aa_00732,Sepi_3D11_aa_00695,Sepi_58D03_C_00226,Sepi_58D04_C_00552,Sepi_58F01_C_02041,Sepi_5A02_aa_01011,Sepi_5B11_aa_02160,Sepi_5c01_aa_01846,Sepi_5C04_ad_02207,Sepi_61B02_C_02165,Sepi_63G02_C_02152,Sepi_6A01_aa_02134,Sepi_6b04_aa_00958,Sepi_6B08_ad_02078,Sepi_6C06_aa_00563,Sepi_6C08_ad_02269,Sepi_6d05_aa_01799,Sepi_6E08_ad_01043,Sepi_7a07_aa_02214,Sepi_7B05_aa_02170,Sepi_8C10_ad_02040,Sepi_9B05_ad_02244,Sepi_9D01_ad_02270,Sepi_9d05_aa_00547,Sepi_9d06_aa_00439,Sepi_9E06_aa_00302,Sepi_DM12F07_00753,Sepi_DM12G05_01535,Sepi_DM12H06_00919,Sepi_DM1B01__01034,Sepi_DM21A02_01226,Sepi_DM21B07_02351,Sepi_DM21C07_00283,Sepi_DM21F02_01772,Sepi_DM23A01_01678,Sepi_DM23A02_02333,Sepi_DM23A03_00697,Sepi_DM23C12_00830,Sepi_DM23E02_02503,Sepi_DM23E06_01341,Sepi_DM24B02_00453,Sepi_DM24B03_00998,Sepi_DM24B04_00949,Sepi_DM24G04_00457,Sepi_DM24G05_01629,Sepi_DM2D11__00517,Sepi_DM2G10__00622,Sepi_DM2H03__01197,Sepi_DM39F06_02194,Sepi_DM3A08__00640,Shom_28C10_a_01796,Shom_6C072_a_01294,Shom_DM12H05_00716
group_664,,hypothetical protein,73,77,1.0547945205479452,1,1179,,,,153,561,529.987012987013,Scap_DM21B06_02175,Sepi_1A04_aa_00968,Sepi_1C01_aa_01057,Sepi_28C03_a_00547,Sepi_28C09_a_01012,Sepi_29G01_a_00302,Sepi_2A01_aa_00812,Sepi_2C10_ad_01445,Sepi_2D07_ad_00348,Sepi_2d12_aa_01997,Sepi_2E07_ad_00710,Sepi_2g06_aa_01314,Sepi_30A07_a_00904,Sepi_30B01_a_01057,Sepi_3A01_ad_01208,Sepi_3A05_ad_01075,Sepi_3A07_ad_00902;Sepi_3A07_ad_00903,Sepi_3a11_aa_01449,Sepi_3C06_ad_00020,Sepi_3c09_aa_01277;Sepi_3c09_aa_01276,Sepi_3c10_aa_02352,Sepi_3D11_aa_00587,Sepi_58D03_C_01737;Sepi_58D03_C_01736,Sepi_58D04_C_02238,Sepi_58F01_C_01670,Sepi_5A02_aa_01757,Sepi_5B11_aa_00528,Sepi_5c01_aa_02217,Sepi_5C04_ad_02056,Sepi_61B02_C_01390,Sepi_63G02_C_00902,Sepi_6A01_aa_00611,Sepi_6b04_aa_00540,Sepi_6B08_ad_00926,Sepi_6C06_aa_00366,Sepi_6C08_ad_01602,Sepi_6d05_aa_02189,Sepi_6E08_ad_01665,Sepi_7a07_aa_00148,Sepi_7B05_aa_01413,Sepi_8C10_ad_00720;Sepi_8C10_ad_00721,Sepi_9B05_ad_00862,Sepi_9D01_ad_01428,Sepi_9d05_aa_00182,Sepi_9d06_aa_00305,Sepi_9E06_aa_01198,Sepi_DM12F07_01002,Sepi_DM12G05_01041,Sepi_DM12H06_00506,Sepi_DM1B01__00948,Sepi_DM21A02_01369,Sepi_DM21B07_02135,Sepi_DM21C07_01540,Sepi_DM21F02_00881,Sepi_DM23A01_01020,Sepi_DM23A02_01068,Sepi_DM23A03_02047,Sepi_DM23C12_01942,Sepi_DM23E02_01487,Sepi_DM23E06_00755,Sepi_DM24B02_01238,Sepi_DM24B03_00346,Sepi_DM24B04_00173,Sepi_DM24G04_01049,Sepi_DM24G05_00773,Sepi_DM2D11__00813,Sepi_DM2G10__00472,Sepi_DM2H03__00495,Sepi_DM39F06_00542,Sepi_DM3A08__01069,Shom_28C10_a_00847,Shom_6C072_a_00662,Shom_DM12H05_00619
isaB,isaB,Immunodominant staphylococcal antigen B,73,73,1.0,1,1178,,,,513,513,513.0,Scap_DM21B06_02173,Sepi_1A04_aa_00970,Sepi_1C01_aa_01059,Sepi_28C03_a_00549,Sepi_28C09_a_01010,Sepi_29G01_a_00300,Sepi_2A01_aa_00810,Sepi_2C10_ad_01447,Sepi_2D07_ad_00350,Sepi_2d12_aa_01999,Sepi_2E07_ad_00708,Sepi_2g06_aa_01312,Sepi_30A07_a_00906,Sepi_30B01_a_01055,Sepi_3A01_ad_01206,Sepi_3A05_ad_01077,Sepi_3A07_ad_00900,Sepi_3a11_aa_01447,Sepi_3C06_ad_00022,Sepi_3c09_aa_01279,Sepi_3c10_aa_02354,Sepi_3D11_aa_00589,Sepi_58D03_C_01734,Sepi_58D04_C_02236,Sepi_58F01_C_01668,Sepi_5A02_aa_01759,Sepi_5B11_aa_00526,Sepi_5c01_aa_02219,Sepi_5C04_ad_02054,Sepi_61B02_C_01388,Sepi_63G02_C_00900,Sepi_6A01_aa_00613,Sepi_6b04_aa_00542,Sepi_6B08_ad_00924,Sepi_6C06_aa_00364,Sepi_6C08_ad_01600,Sepi_6d05_aa_02191,Sepi_6E08_ad_01667,Sepi_7a07_aa_00150,Sepi_7B05_aa_01415,Sepi_8C10_ad_00723,Sepi_9B05_ad_00864,Sepi_9D01_ad_01426,Sepi_9d05_aa_00180,Sepi_9d06_aa_00307,Sepi_9E06_aa_01196,Sepi_DM12F07_01004,Sepi_DM12G05_01039,Sepi_DM12H06_00508,Sepi_DM1B01__00946,Sepi_DM21A02_01367,Sepi_DM21B07_02133,Sepi_DM21C07_01542,Sepi_DM21F02_00883,Sepi_DM23A01_01018,Sepi_DM23A02_01070,Sepi_DM23A03_02045,Sepi_DM23C12_01940,Sepi_DM23E02_01485,Sepi_DM23E06_00753,Sepi_DM24B02_01236,Sepi_DM24B03_00344,Sepi_DM24B04_00175,Sepi_DM24G04_01047,Sepi_DM24G05_00775,Sepi_DM2D11__00811,Sepi_DM2G10__00470,Sepi_DM2H03__00497,Sepi_DM39F06_00540,Sepi_DM3A08__01071,Shom_28C10_a_00845,Shom_6C072_a_00664,Shom_DM12H05_00621
lytR,lytR,Sensory transduction protein LytR,73,73,1.0,1,1173,,,,738,759,758.4246575342465,Scap_DM21B06_00700,Sepi_1A04_aa_00784,Sepi_1C01_aa_00829,Sepi_28C03_a_00420,Sepi_28C09_a_01291,Sepi_29G01_a_01063,Sepi_2A01_aa_01461,Sepi_2C10_ad_00968,Sepi_2D07_ad_00896,Sepi_2d12_aa_01749,Sepi_2E07_ad_00912,Sepi_2g06_aa_00695,Sepi_30A07_a_00557,Sepi_30B01_a_00474,Sepi_3A01_ad_00247,Sepi_3A05_ad_00696,Sepi_3A07_ad_00377,Sepi_3a11_aa_01955,Sepi_3C06_ad_00300,Sepi_3c09_aa_01493,Sepi_3c10_aa_01063,Sepi_3D11_aa_00803,Sepi_58D03_C_00392,Sepi_58D04_C_01864,Sepi_58F01_C_01928,Sepi_5A02_aa_01120,Sepi_5B11_aa_00303,Sepi_5c01_aa_01958,Sepi_5C04_ad_01058,Sepi_61B02_C_00529,Sepi_63G02_C_01080,Sepi_6A01_aa_01598,Sepi_6b04_aa_01310,Sepi_6B08_ad_00460,Sepi_6C06_aa_00671,Sepi_6C08_ad_00785,Sepi_6d05_aa_01907,Sepi_6E08_ad_00935,Sepi_7a07_aa_01278,Sepi_7B05_aa_01066,Sepi_8C10_ad_00918,Sepi_9B05_ad_00782,Sepi_9D01_ad_00714,Sepi_9d05_aa_00436,Sepi_9d06_aa_01013,Sepi_9E06_aa_00413,Sepi_DM12F07_00643,Sepi_DM12G05_00421,Sepi_DM12H06_01029,Sepi_DM1B01__01143,Sepi_DM21A02_01112,Sepi_DM21B07_00699,Sepi_DM21C07_01754,Sepi_DM21F02_00996,Sepi_DM23A01_01443,Sepi_DM23A02_01520,Sepi_DM23A03_00812,Sepi_DM23C12_00715,Sepi_DM23E02_00781,Sepi_DM23E06_01227,Sepi_DM24B02_00560,Sepi_DM24B03_00890,Sepi_DM24B04_02182,Sepi_DM24G04_00350,Sepi_DM24G05_01521,Sepi_DM2D11__00409,Sepi_DM2G10__00150,Sepi_DM2H03__00897,Sepi_DM39F06_00103,Sepi_DM3A08__00532,Shom_28C10_a_02046,Shom_6C072_a_00330,Shom_DM12H05_00826
ydaG,ydaG,General stress protein 26,73,73,1.0,1,1167,,,,423,423,423.0,Scap_DM21B06_00746,Sepi_1A04_aa_01725,Sepi_1C01_aa_00876,Sepi_28C03_a_00374,Sepi_28C09_a_01708,Sepi_29G01_a_00816,Sepi_2A01_aa_00590,Sepi_2C10_ad_00921,Sepi_2D07_ad_00942,Sepi_2d12_aa_01702,Sepi_2E07_ad_00958,Sepi_2g06_aa_00741,Sepi_30A07_a_00511,Sepi_30B01_a_00520,Sepi_3A01_ad_00293,Sepi_3A05_ad_00650,Sepi_3A07_ad_00423,Sepi_3a11_aa_01336,Sepi_3C06_ad_01577,Sepi_3c09_aa_00058,Sepi_3c10_aa_01017,Sepi_3D11_aa_00757,Sepi_58D03_C_01994,Sepi_58D04_C_01818,Sepi_58F01_C_01979,Sepi_5A02_aa_01074,Sepi_5B11_aa_00349,Sepi_5c01_aa_01908,Sepi_5C04_ad_01429,Sepi_61B02_C_00575,Sepi_63G02_C_01034,Sepi_6A01_aa_01551,Sepi_6b04_aa_00221,Sepi_6B08_ad_00413,Sepi_6C06_aa_00626,Sepi_6C08_ad_00831,Sepi_6d05_aa_01862,Sepi_6E08_ad_00981,Sepi_7a07_aa_01324,Sepi_7B05_aa_01112,Sepi_8C10_ad_00964,Sepi_9B05_ad_00736,Sepi_9D01_ad_00760,Sepi_9d05_aa_00482,Sepi_9d06_aa_01059,Sepi_9E06_aa_00367,Sepi_DM12F07_00690,Sepi_DM12G05_01636,Sepi_DM12H06_00982,Sepi_DM1B01__01098,Sepi_DM21A02_01159,Sepi_DM21B07_00745,Sepi_DM21C07_00350,Sepi_DM21F02_02044,Sepi_DM23A01_01614,Sepi_DM23A02_02322,Sepi_DM23A03_00765,Sepi_DM23C12_00762,Sepi_DM23E02_00735,Sepi_DM23E06_01277,Sepi_DM24B02_00516,Sepi_DM24B03_00935,Sepi_DM24B04_01012,Sepi_DM24G04_00394,Sepi_DM24G05_01566,Sepi_DM2D11__00455,Sepi_DM2G10__00684,Sepi_DM2H03__01505,Sepi_DM39F06_00057,Sepi_DM3A08__00578,Shom_28C10_a_01229,Shom_6C072_a_00283,Shom_DM12H05_00779
secA1_1~~~secA_1~~~secA~~~secA_2,secA1_1;secA_1;secA;secA_2,Protein translocase subunit SecA 1;Protein translocase subunit SecA,73,75,1.0273972602739727,1,1165,,,,858,2394,2308.72,Scap_DM21B06_02133,Sepi_1A04_aa_02243,Sepi_1C01_aa_00591,Sepi_28C03_a_02302,Sepi_28C09_a_02109,Sepi_29G01_a_01526,Sepi_2A01_aa_01707,Sepi_2C10_ad_02077,Sepi_2D07_ad_00309,Sepi_2d12_aa_01964,Sepi_2E07_ad_00750,Sepi_2g06_aa_01108,Sepi_30A07_a_02054,Sepi_30B01_a_01199,Sepi_3A01_ad_01678,Sepi_3A05_ad_01636,Sepi_3A07_ad_01913,Sepi_3a11_aa_01749,Sepi_3C06_ad_01963,Sepi_3c09_aa_00617,Sepi_3c10_aa_01904,Sepi_3D11_aa_00555;Sepi_3D11_aa_00554,Sepi_58D03_C_01776,Sepi_58D04_C_02079,Sepi_58F01_C_01708,Sepi_5A02_aa_01391,Sepi_5B11_aa_01856,Sepi_5c01_aa_02179,Sepi_5C04_ad_01090,Sepi_61B02_C_01851,Sepi_63G02_C_00942,Sepi_6A01_aa_01912,Sepi_6b04_aa_01527,Sepi_6B08_ad_00965,Sepi_6C06_aa_00397,Sepi_6C08_ad_01422,Sepi_6d05_aa_02153,Sepi_6E08_ad_01539,Sepi_7a07_aa_01668,Sepi_7B05_aa_01925,Sepi_8C10_ad_01119,Sepi_9B05_ad_01765,Sepi_9D01_ad_01121,Sepi_9d05_aa_00221,Sepi_9d06_aa_01815,Sepi_9E06_aa_01396,Sepi_DM12F07_00970,Sepi_DM12G05_01831,Sepi_DM12H06_00474,Sepi_DM1B01__00982,Sepi_DM21A02_01922,Sepi_DM21B07_02238,Sepi_DM21C07_00156,Sepi_DM21F02_01675,Sepi_DM23A01_01056,Sepi_DM23A02_01303,Sepi_DM23A03_02023,Sepi_DM23C12_01995,Sepi_DM23E02_01521;Sepi_DM23E02_01520,Sepi_DM23E06_00791,Sepi_DM24B02_02080,Sepi_DM24B03_00379,Sepi_DM24B04_00140,Sepi_DM24G04_01368,Sepi_DM24G05_00740,Sepi_DM2D11__00851,Sepi_DM2G10__02233,Sepi_DM2H03__02287,Sepi_DM39F06_01553,Sepi_DM3A08__02270,Shom_28C10_a_01764,Shom_6C072_a_00623,Shom_DM12H05_00587
prfB,prfB,Peptide chain release factor 2,73,73,1.0,1,1163,,,,1002,1002,1002.0,Scap_DM21B06_01381,Sepi_1A04_aa_00436,Sepi_1C01_aa_01163,Sepi_28C03_a_02083,Sepi_28C09_a_01831,Sepi_29G01_a_02119,Sepi_2A01_aa_00358,Sepi_2C10_ad_00535,Sepi_2D07_ad_01236,Sepi_2d12_aa_00242,Sepi_2E07_ad_01443,Sepi_2g06_aa_00165,Sepi_30A07_a_00268,Sepi_30B01_a_01869,Sepi_3A01_ad_01543,Sepi_3A05_ad_01522,Sepi_3A07_ad_01570,Sepi_3a11_aa_01130,Sepi_3C06_ad_00899,Sepi_3c09_aa_01388,Sepi_3c10_aa_01516,Sepi_3D11_aa_01359,Sepi_58D03_C_00701,Sepi_58D04_C_00242,Sepi_58F01_C_01086,Sepi_5A02_aa_00242,Sepi_5B11_aa_01031,Sepi_5c01_aa_00454,Sepi_5C04_ad_00879,Sepi_61B02_C_00916,Sepi_63G02_C_00127,Sepi_6A01_aa_01777,Sepi_6b04_aa_01200,Sepi_6B08_ad_00259,Sepi_6C06_aa_01368,Sepi_6C08_ad_01305,Sepi_6d05_aa_01337,Sepi_6E08_ad_01989,Sepi_7a07_aa_00305,Sepi_7B05_aa_00768,Sepi_8C10_ad_01200,Sepi_9B05_ad_01911,Sepi_9D01_ad_00032,Sepi_9d05_aa_01981,Sepi_9d06_aa_01951,Sepi_9E06_aa_00127,Sepi_DM12F07_01441,Sepi_DM12G05_01592,Sepi_DM12H06_00840,Sepi_DM1B01__00691,Sepi_DM21A02_00617,Sepi_DM21B07_01414,Sepi_DM21C07_00917,Sepi_DM21F02_01168,Sepi_DM23A01_00752,Sepi_DM23A02_00442,Sepi_DM23A03_00124,Sepi_DM23C12_00124,Sepi_DM23E02_01683,Sepi_DM23E06_00219,Sepi_DM24B02_00102,Sepi_DM24B03_01826,Sepi_DM24B04_01880,Sepi_DM24G04_01167,Sepi_DM24G05_01897,Sepi_DM2D11__00061,Sepi_DM2G10__00567,Sepi_DM2H03__01141,Sepi_DM39F06_01403,Sepi_DM3A08__01537,Shom_28C10_a_01525,Shom_6C072_a_01205,Shom_DM12H05_00948
acsA_1~~~acsA_2~~~acsA,;acsA_1;acsA_2;acsA,hypothetical protein;Acetyl-coenzyme A synthetase,73,83,1.1369863013698631,1,1162,,,,126,1596,1395.0,Scap_DM21B06_01300,Sepi_1A04_aa_01411,Sepi_1C01_aa_00672,Sepi_28C03_a_02156;Sepi_28C03_a_02155,Sepi_28C09_a_01062,Sepi_29G01_a_02134;Sepi_29G01_a_02135,Sepi_2A01_aa_01751,Sepi_2C10_ad_01647,Sepi_2D07_ad_00757,Sepi_2d12_aa_01886,Sepi_2E07_ad_01855,Sepi_2g06_aa_01032,Sepi_30A07_a_01554,Sepi_30B01_a_02474;Sepi_30B01_a_02475,Sepi_3A01_ad_00599,Sepi_3A05_ad_01271,Sepi_3A07_ad_01318,Sepi_3a11_aa_01627,Sepi_3C06_ad_01430,Sepi_3c09_aa_01591,Sepi_3c10_aa_01199,Sepi_3D11_aa_00442,Sepi_58D03_C_01086,Sepi_58D04_C_02004,Sepi_58F01_C_01787;Sepi_58F01_C_01788,Sepi_5A02_aa_01470,Sepi_5B11_aa_01478,Sepi_5c01_aa_02098;Sepi_5c01_aa_02099,Sepi_5C04_ad_01164,Sepi_61B02_C_01443,Sepi_63G02_C_01811,Sepi_6A01_aa_01210,Sepi_6b04_aa_00674,Sepi_6B08_ad_00804,Sepi_6C06_aa_00513,Sepi_6C08_ad_01503,Sepi_6d05_aa_02045,Sepi_6E08_ad_02160;Sepi_6E08_ad_02161,Sepi_7a07_aa_01591,Sepi_7B05_aa_01631,Sepi_8C10_ad_01043,Sepi_9B05_ad_01969,Sepi_9D01_ad_01046,Sepi_9d05_aa_00297,Sepi_9d06_aa_01740,Sepi_9E06_aa_01472,Sepi_DM12F07_01241,Sepi_DM12G05_00724,Sepi_DM12H06_00364,Sepi_DM1B01__01308,Sepi_DM21A02_01698,Sepi_DM21B07_01592,Sepi_DM21C07_00232,Sepi_DM21F02_01075;Sepi_DM21F02_01074,Sepi_DM23A01_01133;Sepi_DM23A01_01134,Sepi_DM23A02_01226,Sepi_DM23A03_01753,Sepi_DM23C12_01522,Sepi_DM23E02_01597;Sepi_DM23E02_01596,Sepi_DM23E06_00868;Sepi_DM23E06_00869,Sepi_DM24B02_01585,Sepi_DM24B03_00489,Sepi_DM24B04_00031,Sepi_DM24G04_01284,Sepi_DM24G05_00631,Sepi_DM2D11__02167,Sepi_DM2G10__00784,Sepi_DM2H03__00640,Sepi_DM39F06_01476,Sepi_DM3A08__02158,Shom_28C10_a_01288,Shom_6C072_a_01758,Shom_DM12H05_01937
